Time,Title,Types,Number of reads,Comments,Author
11-28 08:50,平安银行融资融券信息(11/27),数据,4622,1,平安银行资讯
11-27 08:51,平安银行融资融券信息(11/26),数据,4976,2,平安银行资讯
11-26 08:50,平安银行融资融券信息(11/25),数据,4997,4,平安银行资讯
11-25 09:11,平安银行融资融券信息(11/22),数据,5092,5,平安银行资讯
11-22 08:47,平安银行融资融券信息(11/21),数据,4730,1,平安银行资讯
11-21 11:31,关注类信贷业务监管风险，维持“中性”评级,研报,7690,11,平安银行资讯
11-21 10:40,平安银行：关注类信贷业务监管风险 维持“中性”评级,资讯,7562,5,平安银行资讯
11-21 08:48,平安银行融资融券信息(11/20),数据,6593,2,平安银行资讯
11-20 08:47,平安银行融资融券信息(11/19),数据,5674,3,平安银行资讯
11-19 08:47,平安银行融资融券信息(11/18),数据,6737,5,平安银行资讯
11-18 16:35,平安银行今日超大单流入排名第7名(11/18),数据,7687,5,平安银行资讯
11-18 08:47,平安银行融资融券信息(11/15),数据,6212,3,平安银行资讯
11-15 15:58,公司最新消息：业务结构改善，资产负债风险,研报,10929,8,平安银行资讯
11-15 08:47,平安银行融资融券信息(11/14),数据,6750,11,平安银行资讯
11-14 16:35,平安银行今日超大单流出排名第2名(11/14),数据,6164,5,平安银行资讯
11-14 08:47,平安银行融资融券信息(11/13),数据,4869,2,平安银行资讯
11-13 16:35,平安银行今日超大单流出排名第7名(11/13),数据,5961,4,平安银行资讯
11-13 08:47,平安银行融资融券信息(11/12),数据,5764,3,平安银行资讯
11-12 16:35,平安银行今日超大单流入排名第1名(11/12),数据,8807,26,平安银行资讯
11-12 08:47,平安银行融资融券信息(11/11),数据,6323,26,平安银行资讯
11-12 02:20,私人银行拼齐平安银行零售版图,资讯,10944,7,平安银行资讯
11-11 08:47,平安银行融资融券信息(11/8),数据,5382,4,平安银行资讯
11-08 16:35,平安银行今日超大单流入排名第17名(11/08),数据,5539,1,平安银行资讯
11-08 10:56,平安银行6.07亿股限售股 下周二解禁,资讯,3051,12,平安银行资讯
11-08 08:47,平安银行融资融券信息(11/7),数据,5196,1,平安银行资讯
11-07 19:51,平安银行6.07亿限售股解禁 占股本7.41%,资讯,10882,7,平安银行资讯
11-07 17:40,平安银行:关于非公开发行股份解除限售的提示性公告,公告,10654,2,平安银行资讯
11-07 17:40,平安银行:中信证券股份有限公司关于公司限售股解禁的,公告,5853,0,平安银行资讯
11-07 16:28,平安银行:希望3-5年成国内最佳小微银行,资讯,9135,3,平安银行资讯
11-07 08:47,平安银行融资融券信息(11/6),数据,5408,1,平安银行资讯
11-07 00:00,平安银行:2013年10月31日投资者关系活动记录表,公告,665,0,平安银行资讯
11-06 17:12,平安银行：基本面拐点显现 未来业绩可期,资讯,10707,4,平安银行资讯
11-06 16:35,平安银行今日超大单流出排名第9名(11/06),数据,5491,2,平安银行资讯
11-06 08:46,平安银行融资融券信息(11/5),数据,4027,0,平安银行资讯
11-05 16:35,平安银行今日超大单流出排名第5名(11/05),数据,6398,3,平安银行资讯
11-05 10:04,银行股尽墨 平安银行跌逾3%,资讯,12376,5,平安银行资讯
11-05 08:56,平安银行融资融券信息(11/4),数据,4267,1,平安银行资讯
11-04 16:35,平安银行今日超大单流出排名第2名(11/04),数据,6135,1,平安银行资讯
11-04 08:56,平安银行融资融券信息(11/1),数据,6195,3,平安银行资讯
11-02 00:45,平安银行副行长调任“救驾”平安证券,资讯,8388,2,平安银行资讯
11-01 17:45,平安银行副行长谢永林将转战平安证券,资讯,7064,8,平安银行资讯
11-01 16:35,平安银行今日超大单流出排名第8名(11/01),数据,6516,2,平安银行资讯
11-01 16:08,平安银行副行长谢永林因工作调动辞职,资讯,6684,2,平安银行资讯
11-01 16:00,平安银行:关于高级管理人员辞任的公告,公告,8731,2,平安银行资讯
11-01 08:56,平安银行融资融券信息(10/31),数据,7378,6,平安银行资讯
10-31 14:44,消息称平安银行谢永林将加盟平安证券 具体职位不知,资讯,12725,5,平安银行资讯
10-31 09:06,平安银行融资融券信息(10/30),数据,6356,7,平安银行资讯
10-30 08:50,平安银行融资融券信息(10/29),数据,8881,6,平安银行资讯
10-29 20:22,存量资产压力待消化，经营反转趋势已明朗,研报,13839,6,平安银行资讯
10-29 16:35,平安银行今日超大单流入排名第5名(10/29),数据,10339,4,平安银行资讯
10-29 15:22,金融股逆市上涨 平安银行涨逾7%,资讯,12686,1,平安银行资讯
10-29 10:36,优先股推出在即 平安银行大涨9%,资讯,34939,14,平安银行资讯
10-29 08:50,平安银行融资融券信息(10/28),数据,8363,5,平安银行资讯
10-28 16:35,平安银行今日超大单流出排名第13名(10/28),数据,8783,6,平安银行资讯
10-28 08:50,平安银行融资融券信息(10/25),数据,6132,3,平安银行资讯
10-26 11:55,2013年三季报点评：同业大幅压缩，中收增长,研报,12265,7,平安银行资讯
10-25 16:35,平安银行今日超大单流入排名第1名(10/25),数据,10130,10,平安银行资讯
10-25 14:24,平安银行：综合化平台的贡献开始显现,资讯,11135,4,平安银行资讯
10-25 10:35,息差环比持续改善，手续费增速靓丽，资产质,研报,11087,7,平安银行资讯
10-25 08:50,平安银行融资融券信息(10/24),数据,7966,8,平安银行资讯
10-24 18:28,净息差/手续费收入/拨备前营业利润推动业绩,研报,9089,4,平安银行资讯
10-24 17:55,2014年最值得期待的银行：年度品种-将平安,研报,17422,10,平安银行资讯
10-24 16:52,综合化平台的贡献开始显现,研报,7884,4,平安银行资讯
10-24 16:35,平安银行今日超大单流入排名第1名(10/24),数据,9604,2,平安银行资讯
10-24 13:21,基本面拐点，银行股首选,研报,16493,5,平安银行资讯
10-24 10:37,收入费用同时大幅提升，资产质量趋势环比明,研报,8241,4,平安银行资讯
10-24 08:50,平安银行融资融券信息(10/23),数据,5657,2,平安银行资讯
10-23 18:55,净息差环比持续改善，资产质量控制良好,研报,10584,7,平安银行资讯
10-23 18:43,业务发展势头良好，维持推荐,研报,8555,4,平安银行资讯
10-23 18:25,平安银行业绩逐季改善 维持行业首选标的,资讯,8814,3,平安银行资讯
10-23 17:37,盈利增速回升，但资产质量压力仍较明显,研报,6591,2,平安银行资讯
10-23 17:19,净利润增长基本符合预期，短期业绩增长不确,研报,6749,2,平安银行资讯
10-23 17:10,业绩逐季改善，维持行业首选标的,研报,6596,1,平安银行资讯
10-23 17:04,整合效益继续发挥，2014年有望步入发展快车,研报,7151,3,平安银行资讯
10-23 16:58,业绩和经营双拐点趋势进一步明确,研报,5287,0,平安银行资讯
10-23 16:49,2014年最值得期待的银行,研报,9758,3,平安银行资讯
10-23 16:44,平安银行业绩靓丽,研报,6137,0,平安银行资讯
10-23 16:35,平安银行今日超大单流入排名第1名(10/23),数据,4367,1,平安银行资讯
10-23 15:34,行业板块仅银行股上涨 平安银行涨4.4%,资讯,6700,1,平安银行资讯
10-23 15:32,首份银行三季报：平安银行净利增速近两成,资讯,5416,0,平安银行资讯
10-23 13:36,平安银行前三季净利117亿元  中间业务大幅增长,资讯,5330,4,平安银行资讯
10-23 10:34,平安银行前三季净利增19.82%,资讯,6116,3,平安银行资讯
10-23 10:20,平安银行三季报显示资本充足率8.91%,资讯,5533,5,平安银行资讯
10-23 09:24,平安银行净利增长14.25%,资讯,7089,2,平安银行资讯
10-23 08:50,平安银行融资融券信息(10/22),数据,3630,0,平安银行资讯
10-23 08:36,平安银行前三季归属母公司净利同比增14.25%,资讯,4017,0,平安银行资讯
10-23 08:31,上市行三季报首发 平安银行净利同比增14%,资讯,3876,0,平安银行资讯
10-23 08:27,平安银行前三季净赚116.96亿元,资讯,5023,2,平安银行资讯
10-23 08:16,首份上市银行三季报亮相 平安银行净利增14.25%,资讯,3554,0,平安银行资讯
10-23 05:08,首份上市银行三季报出炉 平安银行业绩略超预期,资讯,6597,2,平安银行资讯
10-23 02:03,平安银行净利增速反弹单季增两成,资讯,4308,0,平安银行资讯
10-22 20:36,首家上市银行三季报披露 平安银行盈利超预期,资讯,12088,8,平安银行资讯
10-22 20:32,上市银行三季报披露拉开序幕 平安银行净利117亿元,资讯,7970,3,平安银行资讯
10-22 19:21,平安银行前三季度净利润116.96亿 同比增长13.05%,资讯,6946,2,平安银行资讯
10-22 19:21,首家上市银行三季报披露 平安银行前三季净利增长超预,资讯,8717,6,平安银行资讯
10-22 18:49,平安银行前三季业绩增14% 第三季度增逾4成,资讯,8573,2,平安银行资讯
10-22 17:59,首家上市银行三季报披露 平安银行净利同增26%,资讯,14936,11,平安银行资讯
10-22 17:41,平安银行:监事会决议公告,公告,5638,0,平安银行资讯
10-22 17:35,平安银行:2013年第三季度报告全文,公告,9656,2,平安银行资讯
10-22 17:35,平安银行:2013年第三季度报告正文,公告,5922,0,平安银行资讯
10-22 17:33,平安银行:董事会决议公告,公告,5013,0,平安银行资讯
10-22 10:58,平安银行融资融券信息(10/21),数据,4588,3,平安银行资讯
10-22 09:05,平安银行移动小微银行岁末抢摊上线,资讯,5941,1,平安银行资讯
10-21 10:54,平安银行融资融券信息(10/18),数据,4873,4,平安银行资讯
10-18 08:55,平安银行融资融券信息(10/17),数据,5869,2,平安银行资讯
10-17 16:42,平安银行(000001)大宗交易数据一览(10/17),数据,8358,4,平安银行资讯
10-17 08:55,平安银行融资融券信息(10/16),数据,6059,4,平安银行资讯
10-16 09:15,平安银行融资融券信息(10/15),数据,5630,1,平安银行资讯
10-15 16:36,平安银行今日超大单流出排名第18名(10/15),数据,6610,4,平安银行资讯
10-15 08:55,平安银行融资融券信息(10/14),数据,7339,2,平安银行资讯
10-14 08:52,老太疯狂集资15亿 华夏平安卷入邹氏借贷大案,资讯,16164,16,平安银行资讯
10-11 16:36,平安银行今日超大单流入排名第16名(10/11),数据,6223,1,平安银行资讯
10-11 08:54,平安银行融资融券信息(10/10),数据,5487,1,平安银行资讯
10-10 08:54,平安银行融资融券信息(10/9),数据,6672,1,平安银行资讯
10-09 19:02,平安银行首推小微微信银行 可用微信提款还款,资讯,11711,7,平安银行资讯
10-09 16:36,平安银行今日超大单流入排名第12名(10/09),数据,8325,3,平安银行资讯
10-09 08:54,平安银行融资融券信息(10/8),数据,6823,0,平安银行资讯
10-09 00:00,平安银行:2013年9月13日投资者关系活动记录表,公告,553,0,平安银行资讯
10-09 00:00,平安银行:2013年9月2日至2013年9月3日投资者关系活动,公告,502,0,平安银行资讯
09-27 16:36,平安银行今日超大单流出排名第17名(09/27),数据,9236,1,平安银行资讯
09-27 09:11,平安银行融资融券信息(9/26),数据,10072,5,平安银行资讯
09-27 08:29,平安银行中长期存款利率上浮,资讯,13990,5,平安银行资讯
09-26 16:36,平安银行今日超大单流出排名第8名(09/26),数据,7508,1,平安银行资讯
09-26 16:36,平安银行(000001)大宗交易数据一览(9/26),数据,12774,3,平安银行资讯
09-26 08:53,平安银行融资融券信息(9/25),数据,7162,3,平安银行资讯
09-25 16:36,平安银行今日超大单流出排名第14名(09/25),数据,7662,3,平安银行资讯
09-25 08:51,平安银行融资融券信息(9/24),数据,5907,5,平安银行资讯
09-24 18:10,平安银行:2013年第一次临时股东大会的法律意见书,公告,8750,1,平安银行资讯
09-24 18:10,平安银行:2013年第一次临时股东大会决议公告,公告,11287,7,平安银行资讯
09-24 16:36,平安银行今日超大单流出排名第2名(09/24),数据,6928,0,平安银行资讯
09-24 08:51,平安银行融资融券信息(9/23),数据,7781,2,平安银行资讯
09-18 08:52,平安银行融资融券信息(9/17),数据,6961,5,平安银行资讯
09-17 08:51,平安银行融资融券信息(9/16),数据,7746,9,平安银行资讯
09-17 07:56,平安银行(000001)解禁股信息(9/17),数据,10660,6,平安银行资讯
09-17 06:29,上海自贸区身未动声已远 浦发平安领舞,资讯,20660,8,平安银行资讯
09-16 10:39,平安银行80亿元限售股本周解禁,资讯,18383,8,平安银行资讯
09-16 09:44,平安银行获集团148亿输血,资讯,17439,10,平安银行资讯
09-15 17:02,平安银行:关于召开2013年第一次临时股东大会的提示性,公告,8882,3,平安银行资讯
09-13 16:38,平安银行今日超大单流出排名第16名(09/13),数据,4005,0,平安银行资讯
09-13 15:37,平安银行试水信用卡资产证券化 收益率7.5%,资讯,7582,1,平安银行资讯
09-13 08:51,平安银行融资融券信息(9/12),数据,3983,1,平安银行资讯
09-12 16:38,平安银行今日超大单流入排名第17名(09/12),数据,7230,3,平安银行资讯
09-12 13:52,平安银行上浮中长期定存利率 起存门槛降低,资讯,10241,6,平安银行资讯
09-12 08:51,平安银行融资融券信息(9/11),数据,6686,6,平安银行资讯
09-12 01:26,空降平安银行整一年 邵平详解事业部改革路线图,资讯,11356,7,平安银行资讯
09-11 16:38,平安银行今日超大单流入排名第12名(09/11),数据,7673,3,平安银行资讯
09-11 08:47,平安银行融资融券信息(9/10),数据,5779,3,平安银行资讯
09-10 16:35,平安银行今日超大单流出排名第8名(09/10),数据,10873,5,平安银行资讯
09-10 14:31,定增预案点评：溢价定增积极推进资本补充，,研报,11223,7,平安银行资讯
09-10 08:47,平安银行融资融券信息(9/9),数据,5264,11,平安银行资讯
09-10 08:08,有信息公布需要点评：溢价定增，大股东看好,研报,9832,2,平安银行资讯
09-10 07:55,公司动态报告：平安银行定向增发方案点评,研报,10012,5,平安银行资讯
09-10 04:27,农行浦发优先股预期刺激 5家银行股罕见齐涨,资讯,7086,3,平安银行资讯
09-09 17:47,平安银行(000001)龙虎榜数据(9/9),数据,13093,6,平安银行资讯
09-09 17:34,资本瓶颈解除，续演新篇章,研报,6714,2,平安银行资讯
09-09 16:33,平安银行今日超大单流入排名第7名(09/09),数据,5616,1,平安银行资讯
09-09 16:11,平安银行：资本瓶颈解除 续演新篇章,资讯,3890,1,平安银行资讯
09-09 15:41,平安银行：定向增发方案点评,资讯,7714,4,平安银行资讯
09-09 14:52,平安银行定增募资比计划缩水26%,资讯,4853,1,平安银行资讯
09-09 14:51,平安银行拟定向增发募资148亿元,资讯,4458,2,平安银行资讯
09-09 14:45,平安银行增发提价：中国平安148亿少拿近亿,资讯,5297,2,平安银行资讯
09-09 13:18,平安银行拟向大股东非公开发行募资148亿元,资讯,4189,1,平安银行资讯
09-09 11:26,平安银行：新非公开发行方案下调融资额,资讯,4092,0,平安银行资讯
09-09 10:22,新非公开发行股票方案下调拟融资额至148亿,研报,5140,2,平安银行资讯
09-09 10:16,中国平安148亿增资平安银行,资讯,5328,3,平安银行资讯
09-08 18:51,平安银行:关于召开2013年第一次临时股东大会的通知,公告,8539,2,平安银行资讯
09-08 18:51,平安银行:关于非公开发行股票的关联交易公告,公告,9164,3,平安银行资讯
09-08 18:17,平安银行拟向大股东中国平安定增13亿股 募资148亿,资讯,11159,5,平安银行资讯
09-08 18:12,中国平安拟不超148亿元认购平安银行非公开发行股份,资讯,7476,3,平安银行资讯
09-08 17:44,平安银行:资本管理规划(2013年-2016年),公告,8643,2,平安银行资讯
09-08 17:44,平安银行:董事会决议公告,公告,7636,1,平安银行资讯
09-08 17:44,平安银行:关于非公开发行股票募集资金使用可行性报告,公告,6824,2,平安银行资讯
09-08 17:42,平安银行:2013年度非公开发行A股股票预案,公告,7405,1,平安银行资讯
09-08 17:42,平安银行:2013年第一次临时股东大会文件,公告,4561,1,平安银行资讯
09-08 17:42,平安银行:关于非公开发行股票的独立董事意见函,公告,4697,1,平安银行资讯
09-06 20:49,平安银行又要融资 200亿融资案死灰复燃？,资讯,12195,6,平安银行资讯
09-06 16:31,平安银行：不良贷款怎么办,研报,9933,4,平安银行资讯
09-06 14:28,平安银行重启增发 或调高增发价格,资讯,16802,8,平安银行资讯
09-06 11:00,平安银行停牌重修增发案,资讯,14062,6,平安银行资讯
09-06 09:21,平安银行融资融券信息(9/5),数据,4067,0,平安银行资讯
09-06 08:53,平安银行停牌重修增发方案,资讯,11249,5,平安银行资讯
09-06 03:26,平安银行拟筹划新非公开发行股票方案,资讯,9683,4,平安银行资讯
09-05 23:15,平安银行欲再续200亿融资前缘,资讯,9983,8,平安银行资讯
09-05 20:43,平安银行拟筹划定增200亿方案 明日停牌一天,资讯,11374,7,平安银行资讯
09-05 20:14,平安银行拟再度筹划定增方案 6日停牌一天,资讯,11388,15,平安银行资讯
09-05 19:56,平安银行筹划非公开发行股票 9月6日停牌一天,资讯,8422,4,平安银行资讯
09-05 18:42,平安银行:关于筹划重大事项临时停牌的公告,公告,10705,5,平安银行资讯
09-05 08:46,平安银行融资融券信息(9/4),数据,5004,4,平安银行资讯
09-04 16:33,平安银行今日超大单流入排名第9名(09/04),数据,4794,1,平安银行资讯
09-03 16:33,平安银行今日超大单流入排名第5名(09/03),数据,9221,17,平安银行资讯
09-03 10:12,平安银行正力求A股融资机会,资讯,8421,6,平安银行资讯
09-03 08:53,平安银行融资融券信息(9/2),数据,3208,2,平安银行资讯
09-02 16:52,平安银行今日超大单流入排名第16名(09/02),数据,5544,5,平安银行资讯
09-02 13:47,估值压制三去其一，业绩向上改善空间明显,研报,7657,4,平安银行资讯
08-31 14:32,邵平的平安元年药方 仿效民生银行推事业部制,资讯,6732,3,平安银行资讯
08-30 08:50,平安银行融资融券信息(8/29),数据,3475,2,平安银行资讯
08-29 09:34,平安银行融资融券信息(8/28),数据,3257,0,平安银行资讯
08-29 00:50,平安银行全面实施事业部制,资讯,6163,7,平安银行资讯
08-28 10:01,业绩增速有望继续环比回升,研报,8293,4,平安银行资讯
08-28 08:51,平安银行融资融券信息(8/27),数据,3225,1,平安银行资讯
08-27 10:58,平安银行融资融券信息(8/26),数据,2901,0,平安银行资讯
08-27 10:43,投行和信用卡业务增长迅猛,研报,7751,10,平安银行资讯
08-27 07:27,平安银行15个事业部正式成立,资讯,6810,2,平安银行资讯
08-27 04:52,新资本管理办法显效 上市银行再融资冲动增,资讯,4320,1,平安银行资讯
08-27 01:55,平安银行启动事业部制 网络金融部发力线上,资讯,5058,4,平安银行资讯
08-27 00:00,平安银行:2013年8月23日投资者关系活动记录,公告,512,0,平安银行资讯
08-26 10:40,定价提升，不良改善，关注资本约束,研报,6156,2,平安银行资讯
08-26 09:22,资产结构优化，拨备压力仍存,研报,5794,1,平安银行资讯
08-26 09:02,平安银行净利增速不足同期1/3 邵平缩千亿同,资讯,5356,1,平安银行资讯
08-26 06:57,平安银行补充资本金方案 已上报监管部门,资讯,6018,8,平安银行资讯
08-24 15:03,净息差环比回升，净利润增速有所恢复,研报,7174,1,平安银行资讯
08-24 14:32,业绩符合预期；手续费收入/存款高增长，但,研报,6070,1,平安银行资讯
08-24 12:00,“小民生”+综合金融成果初显,研报,6029,1,平安银行资讯
08-24 11:17,有待事业部改革和综合金融效果释放,研报,4194,0,平安银行资讯
08-24 11:15,存款增长较快，业绩改善明显,研报,6094,2,平安银行资讯
08-24 10:53,业务转型有序推进，资产质量仍有压力,研报,3814,0,平安银行资讯
08-24 05:08,平安银行：二季度快速压缩同业资产规模,资讯,4671,0,平安银行资讯
08-24 03:00,平安银行定增计划近期或有结果,资讯,8087,12,平安银行资讯
08-24 00:03,中报看点：平安银行半年净利75亿,资讯,5425,2,平安银行资讯
08-23 17:56,规模增长良好，净息差企稳,研报,6393,3,平安银行资讯
08-23 17:51,净利润增长略超预期，资产质量及资本压力仍,研报,5721,1,平安银行资讯
08-23 13:04,平安银行发布半年业绩报告 净利润达75.31亿元,资讯,6961,4,平安银行资讯
08-23 11:25,发力投行业务 平安银行上半年净利增11.39%,资讯,4901,2,平安银行资讯
08-23 10:08,平安银行上半年净利增11.39% 不良贷款“双升”,资讯,5744,3,平安银行资讯
08-23 08:48,平安银行融资融券信息(8/22),数据,2539,0,平安银行资讯
08-23 05:27,平安银行中期赚75.31亿 员工人均薪酬20.38万元,资讯,8085,4,平安银行资讯
08-23 03:34,平安银行净利增11.39% 垫底六家银行二季“反弹”,资讯,8485,1,平安银行资讯
08-22 20:12,平安银行中期净利75亿 非利息净收入增4成,资讯,13001,9,平安银行资讯
08-22 18:41,平安银行:2013年半年度报告摘要,公告,16722,5,平安银行资讯
08-22 18:41,平安银行:董事会决议公告,公告,5956,0,平安银行资讯
08-22 18:41,平安银行:监事会决议公告,公告,3431,0,平安银行资讯
08-22 18:26,平安银行:2013年半年度财务报告,公告,11677,6,平安银行资讯
08-22 18:26,平安银行:2013年半年度报告,公告,6276,0,平安银行资讯
08-22 18:26,平安银行:独立董事相关独立意见,公告,3352,0,平安银行资讯
08-22 08:48,平安银行融资融券信息(8/21),数据,4271,1,平安银行资讯
08-21 09:07,平安银行融资融券信息(8/20),数据,4889,11,平安银行资讯
08-20 08:47,平安银行融资融券信息(8/19),数据,5818,2,平安银行资讯
08-16 09:01,平安银行融资融券信息(8/15),数据,6998,5,平安银行资讯
08-15 08:52,平安银行融资融券信息(8/14),数据,5282,6,平安银行资讯
08-14 09:03,平安银行融资融券信息(8/13),数据,5371,7,平安银行资讯
08-13 17:13,平安银行个股智能点评(8/13),数据,4467,1,平安银行资讯
08-13 09:24,平安银行首推公司业务微信,资讯,14132,87,平安银行资讯
08-13 08:52,平安银行融资融券信息(8/12),数据,2895,0,平安银行资讯
08-12 17:13,平安银行个股智能点评(8/12),数据,3342,1,平安银行资讯
08-09 17:33,平安银行个股智能点评(8/09),数据,2146,0,平安银行资讯
08-09 08:52,平安银行融资融券信息(8/8),数据,3810,3,平安银行资讯
08-08 20:38,平安银行转型将主打四大特色,资讯,15139,43,平安银行资讯
08-08 17:33,平安银行个股智能点评(8/08),数据,2456,0,平安银行资讯
08-08 08:53,平安银行融资融券信息(8/7),数据,4351,1,平安银行资讯
08-07 17:04,平安银行个股智能点评(8/07),数据,3132,1,平安银行资讯
08-06 17:08,平安银行个股智能点评(8/06),数据,7550,6,平安银行资讯
08-06 08:52,平安银行融资融券信息(8/5),数据,3693,6,平安银行资讯
08-05 17:08,平安银行个股智能点评(8/05),数据,6389,5,平安银行资讯
08-02 17:18,平安银行个股智能点评(8/02),数据,4592,1,平安银行资讯
08-02 08:52,平安银行融资融券信息(8/1),数据,4250,5,平安银行资讯
08-01 17:14,平安银行个股智能点评(8/01),数据,7482,5,平安银行资讯
08-01 08:52,平安银行融资融券信息(7/31),数据,4540,4,平安银行资讯
07-31 17:07,平安银行个股智能点评(7/31),数据,5729,3,平安银行资讯
07-31 08:52,平安银行融资融券信息(7/30),数据,3530,1,平安银行资讯
07-31 03:39,平安银行得益综合金融效应 集团贡献过半信用卡,资讯,14046,92,平安银行资讯
07-30 17:08,平安银行个股智能点评(7/30),数据,6059,4,平安银行资讯
07-30 08:53,平安银行融资融券信息(7/29),数据,4306,3,平安银行资讯
07-29 17:08,平安银行个股智能点评(7/29),数据,6436,3,平安银行资讯
07-26 17:10,平安银行个股智能点评(7/26),数据,5745,5,平安银行资讯
07-26 08:53,平安银行融资融券信息(7/25),数据,3789,7,平安银行资讯
07-25 17:08,平安银行个股智能点评(7/25),数据,7064,6,平安银行资讯
07-25 08:52,平安银行融资融券信息(7/24),数据,4768,4,平安银行资讯
07-25 08:44,平安银行今年投行中间收入或超30亿,资讯,15115,38,平安银行资讯
07-24 17:16,平安银行个股智能点评(7/24),数据,8252,9,平安银行资讯
07-24 08:53,平安银行融资融券信息(7/23),数据,4388,2,平安银行资讯
07-23 19:46,平安银行个股智能点评(7/23),数据,7607,6,平安银行资讯
07-22 17:45,平安银行个股智能点评(7/22),数据,7807,7,平安银行资讯
07-19 20:57,平安银行个股智能点评(7/19),数据,5855,6,平安银行资讯
07-19 08:52,平安银行融资融券信息(7/18),数据,4820,5,平安银行资讯
07-18 17:45,平安银行个股智能点评(7/18),数据,8386,6,平安银行资讯
07-18 08:52,平安银行融资融券信息(7/17),数据,4926,11,平安银行资讯
07-17 17:54,平安银行个股智能点评(7/17),数据,6788,4,平安银行资讯
07-17 08:52,平安银行融资融券信息(7/16),数据,4256,3,平安银行资讯
07-16 17:51,平安银行个股智能点评(7/16),数据,8305,9,平安银行资讯
07-16 08:52,平安银行融资融券信息(7/15),数据,4972,5,平安银行资讯
07-15 17:50,平安银行个股智能点评(7/15),数据,8823,6,平安银行资讯
07-12 17:50,平安银行个股智能点评(7/12),数据,10191,10,平安银行资讯
07-12 08:52,平安银行融资融券信息(7/11),数据,5946,7,平安银行资讯
07-11 17:47,平安银行(000001)龙虎榜数据(7/11),数据,11489,6,平安银行资讯
07-11 08:52,平安银行融资融券信息(7/10),数据,4793,5,平安银行资讯
07-10 08:53,平安银行融资融券信息(7/9),数据,4212,4,平安银行资讯
07-09 08:52,平安银行融资融券信息(7/8),数据,4910,9,平安银行资讯
07-05 08:52,平安银行融资融券信息(7/4),数据,3951,3,平安银行资讯
07-04 08:52,平安银行融资融券信息(7/3),数据,4764,8,平安银行资讯
07-03 08:52,平安银行融资融券信息(7/2),数据,6358,8,平安银行资讯
07-02 08:51,平安银行融资融券信息(7/1),数据,5822,8,平安银行资讯
06-28 08:52,平安银行融资融券信息(6/27),数据,4900,10,平安银行资讯
06-28 05:28,平安银行资本充足率倒数第一 面临融资压力,资讯,8781,9,平安银行资讯
06-27 20:17,平安银行不良贷拨备率逼近红线 股价继续下跌,资讯,8105,6,平安银行资讯
06-27 08:51,平安银行融资融券信息(6/26),数据,4650,6,平安银行资讯
06-27 07:40,平安银行不良贷拨备率182%倒数第一,资讯,10020,15,平安银行资讯
06-26 08:52,平安银行融资融券信息(6/25),数据,6167,10,平安银行资讯
06-25 08:53,平安银行融资融券信息(6/24),数据,6056,11,平安银行资讯
06-25 05:38,“钱荒”砸盘银行股 平安民生兴业跌停,资讯,6578,9,平安银行资讯
06-21 08:52,平安银行融资融券信息(6/20),数据,5703,8,平安银行资讯
06-20 08:52,平安银行融资融券信息(6/19),数据,8242,15,平安银行资讯
06-20 01:54,平安银行主导“团金会”促银政合作,资讯,8323,9,平安银行资讯
06-19 08:53,平安银行融资融券信息(6/18),数据,7340,10,平安银行资讯
06-18 08:53,平安银行融资融券信息(6/17),数据,6154,7,平安银行资讯
06-14 11:22,叶萍卸任平安银行资管部总经理,资讯,8051,4,平安银行资讯
06-14 08:46,平安银行融资融券信息(6/13),数据,4012,1,平安银行资讯
06-14 00:00,平安银行:2012年年度权益分派实施公告,公告,552,0,平安银行资讯
06-14 00:00,平安银行:关于叶萍女士不再担任资产托管部总经理的公,公告,561,0,平安银行资讯
06-07 08:53,平安银行融资融券信息(6/6),数据,2449,1,平安银行资讯
06-06 08:53,平安银行融资融券信息(6/5),数据,1653,1,平安银行资讯
06-05 08:53,平安银行融资融券信息(6/4),数据,1263,0,平安银行资讯
06-04 17:34,平安银行借力“小微金融”的晋级路,资讯,4778,10,平安银行资讯
06-04 08:53,平安银行融资融券信息(6/3),数据,1323,0,平安银行资讯
05-31 08:52,平安银行融资融券信息(5/30),数据,1205,0,平安银行资讯
05-30 08:51,平安银行融资融券信息(5/29),数据,1263,0,平安银行资讯
05-29 13:20,平安银行“外科手术”发力对公业务,资讯,1994,0,平安银行资讯
05-29 08:52,平安银行融资融券信息(5/28),数据,1359,0,平安银行资讯
05-28 09:23,平安银行组织架构大调整 总行部门缩减27个,资讯,3089,1,平安银行资讯
05-28 09:18,平安银行架构调整 “民生系”领衔多个事业部,资讯,1986,0,平安银行资讯
05-28 08:51,平安银行融资融券信息(5/27),数据,1360,0,平安银行资讯
05-28 02:11,平安银行启动架构调整 超三成部门被压缩,资讯,1930,0,平安银行资讯
05-27 11:28,平安银行凶猛：挖来民生银行两大事业部干将,资讯,2104,0,平安银行资讯
05-27 10:32,平安银行凶猛：挖民生银行两大事业部干将,资讯,2444,0,平安银行资讯
05-25 03:31,完善投行业务布局 平安银行再落一子,资讯,3466,4,平安银行资讯
05-24 08:52,平安银行融资融券信息(5/23),数据,2691,0,平安银行资讯
05-24 04:50,平安银行发行减记次级债 获股东会通过,资讯,1901,0,平安银行资讯
05-24 02:20,股价远超定增价 平安银行定增方案将调整,资讯,1992,0,平安银行资讯
